x0,x1,x2,x3,x4,x5,target,approx_target,loss
35.61844642788017,79.71697146949433,45.04581781530728,99.0,65.98348091714789,40.085972826126074,0.008431963152548658,0.030769681659973794,0.022337718507425136
76.41207447886465,35.493659854890595,1.04217896093391,80.69660892193563,33.902295797453824,56.39070445036773,0.012599603605401482,0.012646662269174373,4.705866377289168e-05
67.52858834176357,99.0,59.17308287018554,79.29647781408151,46.748552137500106,63.89131781506612,0.04376415726438659,0.04700839167611815,0.003244234411731564
20.2499978660761,82.48591771127832,42.37677707741745,87.0091873892281,55.88504385201215,79.23247207237071,0.05843348296319085,0.03486973499449807,0.02356374796869278
1.0,89.27525701952389,66.0751559677819,72.32498851775286,32.638014514163395,77.84542211631783,0.018488821912697535,0.03181081207531831,0.013321990162620773
95.83855844827144,51.346955076132694,1.9631514171431748,46.246780388026814,14.778792358230342,2.0,0.01814871283324242,0.018620281703257323,0.00047156887001490247
25.914054955541932,45.92311409685462,15.776686591429108,61.47009695083582,77.72466005987482,14.645955769825465,0.02201353729160006,0.026856644853835845,0.004843107562235785
63.6471053012792,12.901102926117206,99.0,9.81991347298908,28.335768435579514,63.52138387636587,0.4698499193036455,0.46991081397614076,6.0894672495259705e-05
66.729250523579,95.92271489998755,1.04847432964691,93.43472495721893,38.502683575985614,56.01257418633792,0.007471239696122502,0.007510851157372671,3.9611461250169296e-05
1.0,83.24384414719988,30.705535314063567,71.79448027407328,46.34121235501445,68.4225460550236,0.018060718205248794,0.02322845525170132,0.005167737046452528
25.46183275504637,88.42021314761234,20.340285227246127,70.00658182466302,60.29251067719142,28.273014140413476,0.03135910598985723,0.024414943311225457,0.0069441626786317726
90.69209899626831,65.68728370591901,98.64777600033077,99.0,66.00752192122751,24.922432212243688,0.0320148301719675,0.045106228453515196,0.013091398281547699
1.0,49.73713150152977,33.134220825326324,47.082920434573765,34.95326157671136,39.62471105233874,0.005662889961128093,0.03566074718900628,0.02999785722787819
62.600285288794886,99.0,95.42554540683821,34.45487252127891,92.72697265592117,2.0,0.014042361566141668,0.024725582154801754,0.010683220588660086
67.21711431151861,99.0,41.822596619748566,21.418594921201635,28.753036283593804,2.0,0.0165388344197425,0.03018800675658617,0.013649172336843669
1.0,81.80156300140618,46.216523271447045,41.60378128570257,55.801956353671706,80.4600892423004,0.01703033274939221,0.03294292562319969,0.01591259287380748
10.950653973598925,58.65308719728821,27.504499406138578,99.0,55.91125825905093,34.84341834614392,0.017082470392114923,0.02397884481816536,0.006896374426050438
13.3284763017137,46.34676209331106,11.918243621674002,50.04883985447065,99.0,27.061624486062104,0.022874972446945065,0.02623300656370955,0.0033580341167644863
34.35161042026172,99.0,26.04837650654636,99.0,99.0,22.3380100574559,0.0005438289684340145,0.01860758023984131,0.018063751271407295
1.0,58.81478666422112,57.66279931857374,78.24342770157399,47.37971163919506,54.19888405776173,0.01042406501988435,0.029951468305415903,0.019527403285531552
38.93638602567149,78.81496118725654,19.73569915021185,51.465208432889085,31.139943749961134,5.55264869408341,0.026542318776275383,0.025477962511770525,0.001064356264504858
12.548206117424026,83.63456485436588,36.48742779230853,26.96217810455631,65.84109101305405,33.64044330726291,0.03248953637236279,0.03608739372413379,0.003597857351770997
46.295691455613294,44.11743195647502,50.632552267258205,95.64415477178395,97.45087519209602,27.667809990068104,0.038721911572544745,0.03560804692961596,0.0031138646429287875
1.0,45.30424258822505,28.157743378651958,48.43325374344466,73.10176321796517,2.0,0.010132323933298323,0.013792120026810548,0.0036597960935122256
